Parameter,Description,Expected Values,Units
TNo.,"‘Track Number’ of
Emitter","1 to 500: Active/ Passive
Tracks,
501-510: Manual Mode EA
Tracks,
511-600: Manual BITE
Tracks,
601-700: NBRx1 Auto BITE
Tracks.
701-800: NBRx2 Auto BITE
Tracks.
801-900: BBRx1 Auto BITE
Tracks.
901-999: BBRx2 Auto BITE
Tracks.",None
