User Type,Operations Allowed in SCD Application
,"(a) Modification to Application Configuration in ‘Offline
Mode’.
(b) Maintenance Operations.
(c) Any other restrictions enforced by ‘Administrator/
Commander’ type of user, with ‘Restrict Access Rights’ option
after logging into SCD application."
